year,series,volume,type,y2030,y2050,y2100,lohi
1984,加拿大 ,0.63,seriesval,0,0,0,0
1985,加拿大 ,0.64,seriesval,0,0,0,0
1986,加拿大 ,0.62,seriesval,0,0,0,0
1987,加拿大 ,0.62,seriesval,0,0,0,0
1988,加拿大 ,0.67,seriesval,0,0,0,0
1989,加拿大 ,0.71,seriesval,0,0,0,0
1990,加拿大 ,0.61,seriesval,0,0,0,0
1991,加拿大 ,0.66,seriesval,0,0,0,0
1992,加拿大 ,0.7,seriesval,0,0,0,0
1993,加拿大 ,0.75,seriesval,0,0,0,0
1994,加拿大 ,0.79,seriesval,0,0,0,0
1995,加拿大 ,0.84,seriesval,0,0,0,0
1996,加拿大 ,0.82,seriesval,0,0,0,0
1997,加拿大 ,0.81,seriesval,0,0,0,0
1998,加拿大 ,0.79,seriesval,0,0,0,0
1999,加拿大 ,0.78,seriesval,0,0,0,0
2000,加拿大 ,0.76,seriesval,0,0,0,0
2001,加拿大 ,0.78,seriesval,0,0,0,0
2002,加拿大 ,0.8,seriesval,0,0,0,0
2003,加拿大 ,0.82,seriesval,0,0,0,0
2004,加拿大 ,0.83,seriesval,0,0,0,0
2005,加拿大 ,0.85,seriesval,0,0,0,0
2006,加拿大 ,0.83,seriesval,0,0,0,0
2007,加拿大 ,0.81,seriesval,0,0,0,0
2008,加拿大 ,0.8,seriesval,0,0,0,0
2009,加拿大 ,0.78,seriesval,0,0,0,0
2010,加拿大 ,0.76,seriesval,0,0,0,0
2011,加拿大 ,1.03,seriesval,0,0,0,0
2012,加拿大 ,1.03,seriesval,0,0,0,0
2013,加拿大 ,0.99,seriesval,0,0,0,0
2014,加拿大 ,0.95,seriesval,0,0,0,0
2015,加拿大 ,0.91,seriesval,0,0,0,0
2016,加拿大 ,0.87,seriesval,0,0,0,0
2017,加拿大 ,0.83,seriesval,0,0,0,0
2018,加拿大 ,0.79,seriesval,0,0,0,0
2019,加拿大 ,0.75,seriesval,0,0,0,0
2020,加拿大 ,0.71,seriesval,0,0,0,0
2021,加拿大 ,0.73,seriesval,0,0,0,0
2022,加拿大 ,0.76,seriesval,0,0,0,0
2023,加拿大 ,0.78,seriesval,0,0,0,0
2024,加拿大 ,0.81,seriesval,0,0,0,0
2025,加拿大 ,0.83,seriesval,0,0,0,0
2026,加拿大 ,0.86,seriesval,0,0,0,0
2027,加拿大 ,0.89,seriesval,0,0,0,0
2028,加拿大 ,0.91,seriesval,0,0,0,0
2029,加拿大 ,0.94,seriesval,0,0,0,0
2030,加拿大 ,0.96,seriesval,0,0,0,0
2031,加拿大 ,0.97,seriesval,0,0,0,0
2032,加拿大 ,0.99,seriesval,0,0,0,0
2033,加拿大 ,1,seriesval,0,0,0,0
2034,加拿大 ,1.01,seriesval,0,0,0,0
2035,加拿大 ,1.02,seriesval,0,0,0,0
2036,加拿大 ,1.03,seriesval,0,0,0,0
2037,加拿大 ,1.05,seriesval,0,0,0,0
2038,加拿大 ,1.06,seriesval,0,0,0,0
2039,加拿大 ,1.07,seriesval,0,0,0,0
2040,加拿大 ,1.08,seriesval,0,0,0,0
2041,加拿大 ,1.09,seriesval,0,0,0,0
2042,加拿大 ,1.11,seriesval,0,0,0,0
2043,加拿大 ,1.12,seriesval,0,0,0,0
2044,加拿大 ,1.13,seriesval,0,0,0,0
2045,加拿大 ,1.14,seriesval,0,0,0,0
2046,加拿大 ,1.15,seriesval,0,0,0,0
2047,加拿大 ,1.16,seriesval,0,0,0,0
2048,加拿大 ,1.18,seriesval,0,0,0,0
2049,加拿大 ,1.19,seriesval,0,0,0,0
2050,加拿大 ,1.2,seriesval,0,0,0,0
2051,加拿大 ,1.2,seriesval,0,0,0,0
2052,加拿大 ,1.2,seriesval,0,0,0,0
2053,加拿大 ,1.2,seriesval,0,0,0,0
2054,加拿大 ,1.2,seriesval,0,0,0,0
2055,加拿大 ,1.2,seriesval,0,0,0,0
2056,加拿大 ,1.2,seriesval,0,0,0,0
2057,加拿大 ,1.2,seriesval,0,0,0,0
2058,加拿大 ,1.2,seriesval,0,0,0,0
2059,加拿大 ,1.2,seriesval,0,0,0,0
2060,加拿大 ,1.2,seriesval,0,0,0,0
2061,加拿大 ,1.2,seriesval,0,0,0,0
2062,加拿大 ,1.2,seriesval,0,0,0,0
2063,加拿大 ,1.2,seriesval,0,0,0,0
2064,加拿大 ,1.2,seriesval,0,0,0,0
2065,加拿大 ,1.2,seriesval,0,0,0,0
2066,加拿大 ,1.2,seriesval,0,0,0,0
2067,加拿大 ,1.2,seriesval,0,0,0,0
2068,加拿大 ,1.2,seriesval,0,0,0,0
2069,加拿大 ,1.2,seriesval,0,0,0,0
2070,加拿大 ,1.2,seriesval,0,0,0,0
2071,加拿大 ,1.2,seriesval,0,0,0,0
2072,加拿大 ,1.2,seriesval,0,0,0,0
2073,加拿大 ,1.2,seriesval,0,0,0,0
2074,加拿大 ,1.2,seriesval,0,0,0,0
2075,加拿大 ,1.2,seriesval,0,0,0,0
2076,加拿大 ,1.2,seriesval,0,0,0,0
2077,加拿大 ,1.2,seriesval,0,0,0,0
2078,加拿大 ,1.2,seriesval,0,0,0,0
2079,加拿大 ,1.2,seriesval,0,0,0,0
2080,加拿大 ,1.2,seriesval,0,0,0,0
2081,加拿大 ,1.2,seriesval,0,0,0,0
2082,加拿大 ,1.2,seriesval,0,0,0,0
2083,加拿大 ,1.2,seriesval,0,0,0,0
2084,加拿大 ,1.2,seriesval,0,0,0,0
2085,加拿大 ,1.2,seriesval,0,0,0,0
2086,加拿大 ,1.2,seriesval,0,0,0,0
2087,加拿大 ,1.2,seriesval,0,0,0,0
2088,加拿大 ,1.2,seriesval,0,0,0,0
2089,加拿大 ,1.2,seriesval,0,0,0,0
2090,加拿大 ,1.2,seriesval,0,0,0,0
2091,加拿大 ,1.2,seriesval,0,0,0,0
2092,加拿大 ,1.2,seriesval,0,0,0,0
2093,加拿大 ,1.2,seriesval,0,0,0,0
2094,加拿大 ,1.2,seriesval,0,0,0,0
2095,加拿大 ,1.2,seriesval,0,0,0,0
2096,加拿大 ,1.2,seriesval,0,0,0,0
2097,加拿大 ,1.2,seriesval,0,0,0,0
2098,加拿大 ,1.2,seriesval,0,0,0,0
2099,加拿大 ,1.2,seriesval,0,0,0,0
2100,加拿大 ,1.2,seriesval,0,0,0,0
1870,澳大利亚,0.04,seriesval,0,0,0,0
1871,澳大利亚,0.04,seriesval,0,0,0,0
1872,澳大利亚,0.04,seriesval,0,0,0,0
1873,澳大利亚,0.04,seriesval,0,0,0,0
1874,澳大利亚,0.05,seriesval,0,0,0,0
1875,澳大利亚,0.05,seriesval,0,0,0,0
1876,澳大利亚,0.05,seriesval,0,0,0,0
1877,澳大利亚,0.05,seriesval,0,0,0,0
1878,澳大利亚,0.05,seriesval,0,0,0,0
1879,澳大利亚,0.05,seriesval,0,0,0,0
1880,澳大利亚,0.05,seriesval,0,0,0,0
1881,澳大利亚,0.05,seriesval,0,0,0,0
1882,澳大利亚,0.05,seriesval,0,0,0,0
1883,澳大利亚,0.05,seriesval,0,0,0,0
1884,澳大利亚,0.05,seriesval,0,0,0,0
1885,澳大利亚,0.05,seriesval,0,0,0,0
1886,澳大利亚,0.05,seriesval,0,0,0,0
1887,澳大利亚,0.05,seriesval,0,0,0,0
1888,澳大利亚,0.05,seriesval,0,0,0,0
1889,澳大利亚,0.05,seriesval,0,0,0,0
1890,澳大利亚,0.11,seriesval,0,0,0,0
1891,澳大利亚,0.11,seriesval,0,0,0,0
1892,澳大利亚,0.1,seriesval,0,0,0,0
1893,澳大利亚,0.1,seriesval,0,0,0,0
1894,澳大利亚,0.1,seriesval,0,0,0,0
1895,澳大利亚,0.1,seriesval,0,0,0,0
1896,澳大利亚,0.1,seriesval,0,0,0,0
1897,澳大利亚,0.1,seriesval,0,0,0,0
1898,澳大利亚,0.1,seriesval,0,0,0,0
1899,澳大利亚,0.1,seriesval,0,0,0,0
1900,澳大利亚,0.11,seriesval,0,0,0,0
1901,澳大利亚,0.11,seriesval,0,0,0,0
1902,澳大利亚,0.11,seriesval,0,0,0,0
1903,澳大利亚,0.11,seriesval,0,0,0,0
1904,澳大利亚,0.11,seriesval,0,0,0,0
1905,澳大利亚,0.11,seriesval,0,0,0,0
1906,澳大利亚,0.12,seriesval,0,0,0,0
1907,澳大利亚,0.12,seriesval,0,0,0,0
1908,澳大利亚,0.12,seriesval,0,0,0,0
1909,澳大利亚,0.12,seriesval,0,0,0,0
1910,澳大利亚,0.13,seriesval,0,0,0,0
1911,澳大利亚,0.13,seriesval,0,0,0,0
1912,澳大利亚,0.14,seriesval,0,0,0,0
1913,澳大利亚,0.14,seriesval,0,0,0,0
1914,澳大利亚,0.14,seriesval,0,0,0,0
1915,澳大利亚,0.14,seriesval,0,0,0,0
1916,澳大利亚,0.14,seriesval,0,0,0,0
1917,澳大利亚,0.14,seriesval,0,0,0,0
1918,澳大利亚,0.15,seriesval,0,0,0,0
1919,澳大利亚,0.15,seriesval,0,0,0,0
1920,澳大利亚,0.15,seriesval,0,0,0,0
1921,澳大利亚,0.15,seriesval,0,0,0,0
1922,澳大利亚,0.15,seriesval,0,0,0,0
1923,澳大利亚,0.15,seriesval,0,0,0,0
1924,澳大利亚,0.16,seriesval,0,0,0,0
1925,澳大利亚,0.16,seriesval,0,0,0,0
1926,澳大利亚,0.16,seriesval,0,0,0,0
1927,澳大利亚,0.16,seriesval,0,0,0,0
1928,澳大利亚,0.16,seriesval,0,0,0,0
1929,澳大利亚,0.16,seriesval,0,0,0,0
1930,澳大利亚,0.16,seriesval,0,0,0,0
1931,澳大利亚,0.16,seriesval,0,0,0,0
1932,澳大利亚,0.15,seriesval,0,0,0,0
1933,澳大利亚,0.16,seriesval,0,0,0,0
1934,澳大利亚,0.16,seriesval,0,0,0,0
1935,澳大利亚,0.16,seriesval,0,0,0,0
1936,澳大利亚,0.17,seriesval,0,0,0,0
1937,澳大利亚,0.17,seriesval,0,0,0,0
1938,澳大利亚,0.17,seriesval,0,0,0,0
1939,澳大利亚,0.18,seriesval,0,0,0,0
1940,澳大利亚,0.18,seriesval,0,0,0,0
1941,澳大利亚,0.18,seriesval,0,0,0,0
1942,澳大利亚,0.19,seriesval,0,0,0,0
1943,澳大利亚,0.19,seriesval,0,0,0,0
1944,澳大利亚,0.19,seriesval,0,0,0,0
1945,澳大利亚,0.19,seriesval,0,0,0,0
1946,澳大利亚,0.2,seriesval,0,0,0,0
1947,澳大利亚,0.2,seriesval,0,0,0,0
1948,澳大利亚,0.21,seriesval,0,0,0,0
1949,澳大利亚,0.21,seriesval,0,0,0,0
1950,澳大利亚,0.22,seriesval,0,0,0,0
1951,澳大利亚,0.25,seriesval,0,0,0,0
1952,澳大利亚,0.26,seriesval,0,0,0,0
1953,澳大利亚,0.26,seriesval,0,0,0,0
1954,澳大利亚,0.28,seriesval,0,0,0,0
1955,澳大利亚,0.29,seriesval,0,0,0,0
1956,澳大利亚,0.29,seriesval,0,0,0,0
1957,澳大利亚,0.3,seriesval,0,0,0,0
1958,澳大利亚,0.31,seriesval,0,0,0,0
1959,澳大利亚,0.32,seriesval,0,0,0,0
1960,澳大利亚,0.33,seriesval,0,0,0,0
1961,澳大利亚,0.34,seriesval,0,0,0,0
1962,澳大利亚,0.35,seriesval,0,0,0,0
1963,澳大利亚,0.36,seriesval,0,0,0,0
1964,澳大利亚,0.39,seriesval,0,0,0,0
1965,澳大利亚,0.4,seriesval,0,0,0,0
1966,澳大利亚,0.41,seriesval,0,0,0,0
1967,澳大利亚,0.42,seriesval,0,0,0,0
1968,澳大利亚,0.43,seriesval,0,0,0,0
1969,澳大利亚,0.46,seriesval,0,0,0,0
1970,澳大利亚,0.46,seriesval,0,0,0,0
1971,澳大利亚,0.42,seriesval,0,0,0,0
1972,澳大利亚,0.52,seriesval,0,0,0,0
1973,澳大利亚,0.46,seriesval,0,0,0,0
1974,澳大利亚,0.47,seriesval,0,0,0,0
1975,澳大利亚,0.57,seriesval,0,0,0,0
1976,澳大利亚,0.59,seriesval,0,0,0,0
1977,澳大利亚,0.73,seriesval,0,0,0,0
1978,澳大利亚,0.63,seriesval,0,0,0,0
1979,澳大利亚,0.58,seriesval,0,0,0,0
1980,澳大利亚,0.57,seriesval,0,0,0,0
1981,澳大利亚,0.61,seriesval,0,0,0,0
1982,澳大利亚,0.68,seriesval,0,0,0,0
1983,澳大利亚,0.67,seriesval,0,0,0,0
1984,澳大利亚,0.57,seriesval,0,0,0,0
1985,澳大利亚,0.54,seriesval,0,0,0,0
1986,澳大利亚,0.57,seriesval,0,0,0,0
1987,澳大利亚,0.52,seriesval,0,0,0,0
1988,澳大利亚,0.53,seriesval,0,0,0,0
1989,澳大利亚,0.66,seriesval,0,0,0,0
1990,澳大利亚,0.48,seriesval,0,0,0,0
1991,澳大利亚,0.48,seriesval,0,0,0,0
1992,澳大利亚,0.48,seriesval,0,0,0,0
1993,澳大利亚,0.49,seriesval,0,0,0,0
1994,澳大利亚,0.49,seriesval,0,0,0,0
1995,澳大利亚,0.49,seriesval,0,0,0,0
1996,澳大利亚,0.61,seriesval,0,0,0,0
1997,澳大利亚,0.73,seriesval,0,0,0,0
1998,澳大利亚,0.84,seriesval,0,0,0,0
1999,澳大利亚,0.96,seriesval,0,0,0,0
2000,澳大利亚,1.08,seriesval,0,0,0,0
2001,澳大利亚,1.05,seriesval,0,0,0,0
2002,澳大利亚,1.01,seriesval,0,0,0,0
2003,澳大利亚,0.98,seriesval,0,0,0,0
2004,澳大利亚,0.94,seriesval,0,0,0,0
2005,澳大利亚,0.91,seriesval,0,0,0,0
2006,澳大利亚,0.88,seriesval,0,0,0,0
2007,澳大利亚,0.86,seriesval,0,0,0,0
2008,澳大利亚,0.83,seriesval,0,0,0,0
2009,澳大利亚,0.81,seriesval,0,0,0,0
2010,澳大利亚,0.78,seriesval,0,0,0,0
2011,澳大利亚,0.79,seriesval,0,0,0,0
2012,澳大利亚,0.76,seriesval,0,0,0,0
2013,澳大利亚,0.79,seriesval,0,0,0,0
2014,澳大利亚,0.83,seriesval,0,0,0,0
2015,澳大利亚,0.86,seriesval,0,0,0,0
2016,澳大利亚,0.89,seriesval,0,0,0,0
2017,澳大利亚,0.93,seriesval,0,0,0,0
2018,澳大利亚,0.96,seriesval,0,0,0,0
2019,澳大利亚,0.99,seriesval,0,0,0,0
2020,澳大利亚,1.03,seriesval,0,0,0,0
2021,澳大利亚,1.01,seriesval,0,0,0,0
2022,澳大利亚,1,seriesval,0,0,0,0
2023,澳大利亚,0.98,seriesval,0,0,0,0
2024,澳大利亚,0.97,seriesval,0,0,0,0
2025,澳大利亚,0.95,seriesval,0,0,0,0
2026,澳大利亚,0.94,seriesval,0,0,0,0
2027,澳大利亚,0.93,seriesval,0,0,0,0
2028,澳大利亚,0.91,seriesval,0,0,0,0
2029,澳大利亚,0.9,seriesval,0,0,0,0
2030,澳大利亚,0.88,seriesval,0,0,0,0
2031,澳大利亚,0.9,seriesval,0,0,0,0
2032,澳大利亚,0.92,seriesval,0,0,0,0
2033,澳大利亚,0.93,seriesval,0,0,0,0
2034,澳大利亚,0.95,seriesval,0,0,0,0
2035,澳大利亚,0.96,seriesval,0,0,0,0
2036,澳大利亚,0.98,seriesval,0,0,0,0
2037,澳大利亚,0.99,seriesval,0,0,0,0
2038,澳大利亚,1.01,seriesval,0,0,0,0
2039,澳大利亚,1.03,seriesval,0,0,0,0
2040,澳大利亚,1.04,seriesval,0,0,0,0
2041,澳大利亚,1.06,seriesval,0,0,0,0
2042,澳大利亚,1.07,seriesval,0,0,0,0
2043,澳大利亚,1.09,seriesval,0,0,0,0
2044,澳大利亚,1.11,seriesval,0,0,0,0
2045,澳大利亚,1.12,seriesval,0,0,0,0
2046,澳大利亚,1.14,seriesval,0,0,0,0
2047,澳大利亚,1.15,seriesval,0,0,0,0
2048,澳大利亚,1.17,seriesval,0,0,0,0
2049,澳大利亚,1.18,seriesval,0,0,0,0
2050,澳大利亚,1.2,seriesval,0,0,0,0
2051,澳大利亚,1.2,seriesval,0,0,0,0
2052,澳大利亚,1.2,seriesval,0,0,0,0
2053,澳大利亚,1.2,seriesval,0,0,0,0
2054,澳大利亚,1.2,seriesval,0,0,0,0
2055,澳大利亚,1.2,seriesval,0,0,0,0
2056,澳大利亚,1.2,seriesval,0,0,0,0
2057,澳大利亚,1.2,seriesval,0,0,0,0
2058,澳大利亚,1.2,seriesval,0,0,0,0
2059,澳大利亚,1.2,seriesval,0,0,0,0
2060,澳大利亚,1.2,seriesval,0,0,0,0
2061,澳大利亚,1.2,seriesval,0,0,0,0
2062,澳大利亚,1.2,seriesval,0,0,0,0
2063,澳大利亚,1.2,seriesval,0,0,0,0
2064,澳大利亚,1.2,seriesval,0,0,0,0
2065,澳大利亚,1.2,seriesval,0,0,0,0
2066,澳大利亚,1.2,seriesval,0,0,0,0
2067,澳大利亚,1.2,seriesval,0,0,0,0
2068,澳大利亚,1.2,seriesval,0,0,0,0
2069,澳大利亚,1.2,seriesval,0,0,0,0
2070,澳大利亚,1.2,seriesval,0,0,0,0
2071,澳大利亚,1.2,seriesval,0,0,0,0
2072,澳大利亚,1.2,seriesval,0,0,0,0
2073,澳大利亚,1.2,seriesval,0,0,0,0
2074,澳大利亚,1.2,seriesval,0,0,0,0
2075,澳大利亚,1.2,seriesval,0,0,0,0
2076,澳大利亚,1.2,seriesval,0,0,0,0
2077,澳大利亚,1.2,seriesval,0,0,0,0
2078,澳大利亚,1.2,seriesval,0,0,0,0
2079,澳大利亚,1.2,seriesval,0,0,0,0
2080,澳大利亚,1.2,seriesval,0,0,0,0
2081,澳大利亚,1.2,seriesval,0,0,0,0
2082,澳大利亚,1.2,seriesval,0,0,0,0
2083,澳大利亚,1.2,seriesval,0,0,0,0
2084,澳大利亚,1.2,seriesval,0,0,0,0
2085,澳大利亚,1.2,seriesval,0,0,0,0
2086,澳大利亚,1.2,seriesval,0,0,0,0
2087,澳大利亚,1.2,seriesval,0,0,0,0
2088,澳大利亚,1.2,seriesval,0,0,0,0
2089,澳大利亚,1.2,seriesval,0,0,0,0
2090,澳大利亚,1.2,seriesval,0,0,0,0
2091,澳大利亚,1.2,seriesval,0,0,0,0
2092,澳大利亚,1.2,seriesval,0,0,0,0
2093,澳大利亚,1.2,seriesval,0,0,0,0
2094,澳大利亚,1.2,seriesval,0,0,0,0
2095,澳大利亚,1.2,seriesval,0,0,0,0
2096,澳大利亚,1.2,seriesval,0,0,0,0
2097,澳大利亚,1.2,seriesval,0,0,0,0
2098,澳大利亚,1.2,seriesval,0,0,0,0
2099,澳大利亚,1.2,seriesval,0,0,0,0
2100,澳大利亚,1.2,seriesval,0,0,0,0
1870,其他国家,0.74,seriesval,0,0,0,0
1871,其他国家,0.78,seriesval,0,0,0,0
1872,其他国家,0.79,seriesval,0,0,0,0
1873,其他国家,0.8,seriesval,0,0,0,0
1874,其他国家,0.81,seriesval,0,0,0,0
1875,其他国家,0.81,seriesval,0,0,0,0
1876,其他国家,0.82,seriesval,0,0,0,0
1877,其他国家,0.83,seriesval,0,0,0,0
1878,其他国家,0.83,seriesval,0,0,0,0
1879,其他国家,0.83,seriesval,0,0,0,0
1880,其他国家,0.83,seriesval,0,0,0,0
1881,其他国家,0.86,seriesval,0,0,0,0
1882,其他国家,0.87,seriesval,0,0,0,0
1883,其他国家,0.87,seriesval,0,0,0,0
1884,其他国家,0.88,seriesval,0,0,0,0
1885,其他国家,0.89,seriesval,0,0,0,0
1886,其他国家,0.89,seriesval,0,0,0,0
1887,其他国家,0.9,seriesval,0,0,0,0
1888,其他国家,0.9,seriesval,0,0,0,0
1889,其他国家,0.9,seriesval,0,0,0,0
1890,其他国家,1.34,seriesval,0,0,0,0
1891,其他国家,1.36,seriesval,0,0,0,0
1892,其他国家,1.37,seriesval,0,0,0,0
1893,其他国家,1.38,seriesval,0,0,0,0
1894,其他国家,1.4,seriesval,0,0,0,0
1895,其他国家,1.41,seriesval,0,0,0,0
1896,其他国家,1.42,seriesval,0,0,0,0
1897,其他国家,1.43,seriesval,0,0,0,0
1898,其他国家,1.44,seriesval,0,0,0,0
1899,其他国家,1.45,seriesval,0,0,0,0
1900,其他国家,1.45,seriesval,0,0,0,0
1901,其他国家,1.82,seriesval,0,0,0,0
1902,其他国家,1.91,seriesval,0,0,0,0
1903,其他国家,1.95,seriesval,0,0,0,0
1904,其他国家,1.98,seriesval,0,0,0,0
1905,其他国家,2.01,seriesval,0,0,0,0
1906,其他国家,2.06,seriesval,0,0,0,0
1907,其他国家,2.09,seriesval,0,0,0,0
1908,其他国家,2.13,seriesval,0,0,0,0
1909,其他国家,2.16,seriesval,0,0,0,0
1910,其他国家,2.19,seriesval,0,0,0,0
1911,其他国家,2.19,seriesval,0,0,0,0
1912,其他国家,2.2,seriesval,0,0,0,0
1913,其他国家,2.18,seriesval,0,0,0,0
1914,其他国家,2.19,seriesval,0,0,0,0
1915,其他国家,2.21,seriesval,0,0,0,0
1916,其他国家,2.24,seriesval,0,0,0,0
1917,其他国家,2.27,seriesval,0,0,0,0
1918,其他国家,2.3,seriesval,0,0,0,0
1919,其他国家,2.33,seriesval,0,0,0,0
1920,其他国家,2.37,seriesval,0,0,0,0
1921,其他国家,2.43,seriesval,0,0,0,0
1922,其他国家,2.46,seriesval,0,0,0,0
1923,其他国家,2.52,seriesval,0,0,0,0
1924,其他国家,2.56,seriesval,0,0,0,0
1925,其他国家,2.61,seriesval,0,0,0,0
1926,其他国家,2.65,seriesval,0,0,0,0
1927,其他国家,2.7,seriesval,0,0,0,0
1928,其他国家,2.74,seriesval,0,0,0,0
1929,其他国家,2.78,seriesval,0,0,0,0
1930,其他国家,2.82,seriesval,0,0,0,0
1931,其他国家,2.83,seriesval,0,0,0,0
1932,其他国家,2.84,seriesval,0,0,0,0
1933,其他国家,2.87,seriesval,0,0,0,0
1934,其他国家,2.89,seriesval,0,0,0,0
1935,其他国家,2.92,seriesval,0,0,0,0
1936,其他国家,2.99,seriesval,0,0,0,0
1937,其他国家,3.05,seriesval,0,0,0,0
1938,其他国家,3.09,seriesval,0,0,0,0
1939,其他国家,3.16,seriesval,0,0,0,0
1940,其他国家,3.23,seriesval,0,0,0,0
1941,其他国家,3.33,seriesval,0,0,0,0
1942,其他国家,3.4,seriesval,0,0,0,0
1943,其他国家,3.51,seriesval,0,0,0,0
1944,其他国家,3.63,seriesval,0,0,0,0
1945,其他国家,3.71,seriesval,0,0,0,0
1946,其他国家,4.09,seriesval,0,0,0,0
1947,其他国家,4.24,seriesval,0,0,0,0
1948,其他国家,4.31,seriesval,0,0,0,0
1949,其他国家,4.51,seriesval,0,0,0,0
1950,其他国家,4.65,seriesval,0,0,0,0
1951,其他国家,4.78,seriesval,0,0,0,0
1952,其他国家,4.88,seriesval,0,0,0,0
1953,其他国家,4.88,seriesval,0,0,0,0
1954,其他国家,4.96,seriesval,0,0,0,0
1955,其他国家,5.09,seriesval,0,0,0,0
1956,其他国家,5.19,seriesval,0,0,0,0
1957,其他国家,5.31,seriesval,0,0,0,0
1958,其他国家,5.41,seriesval,0,0,0,0
1959,其他国家,5.54,seriesval,0,0,0,0
1960,其他国家,5.69,seriesval,0,0,0,0
1961,其他国家,5.99,seriesval,0,0,0,0
1962,其他国家,6.1,seriesval,0,0,0,0
1963,其他国家,6.3,seriesval,0,0,0,0
1964,其他国家,6.52,seriesval,0,0,0,0
1965,其他国家,6.59,seriesval,0,0,0,0
1966,其他国家,6.6,seriesval,0,0,0,0
1967,其他国家,6.68,seriesval,0,0,0,0
1968,其他国家,6.9,seriesval,0,0,0,0
1969,其他国家,7.25,seriesval,0,0,0,0
1970,其他国家,7.59,seriesval,0,0,0,0
1971,其他国家,7.32,seriesval,0,0,0,0
1972,其他国家,8.29,seriesval,0,0,0,0
1973,其他国家,8.49,seriesval,0,0,0,0
1974,其他国家,8.45,seriesval,0,0,0,0
1975,其他国家,8.63,seriesval,0,0,0,0
1976,其他国家,9.38,seriesval,0,0,0,0
1977,其他国家,9.89,seriesval,0,0,0,0
1978,其他国家,9.53,seriesval,0,0,0,0
1979,其他国家,10.16,seriesval,0,0,0,0
1980,其他国家,10.27,seriesval,0,0,0,0
1981,其他国家,10.37,seriesval,0,0,0,0
1982,其他国家,12.14,seriesval,0,0,0,0
1983,其他国家,11.15,seriesval,0,0,0,0
1984,其他国家,11.02,seriesval,0,0,0,0
1985,其他国家,11.73,seriesval,0,0,0,0
1986,其他国家,12.28,seriesval,0,0,0,0
1987,其他国家,12.94,seriesval,0,0,0,0
1988,其他国家,12.21,seriesval,0,0,0,0
1989,其他国家,12.09,seriesval,0,0,0,0
1990,其他国家,13.58,seriesval,0,0,0,0
1991,其他国家,13.61,seriesval,0,0,0,0
1992,其他国家,13.64,seriesval,0,0,0,0
1993,其他国家,13.66,seriesval,0,0,0,0
1994,其他国家,13.69,seriesval,0,0,0,0
1995,其他国家,13.71,seriesval,0,0,0,0
1996,其他国家,14.02,seriesval,0,0,0,0
1997,其他国家,14.3,seriesval,0,0,0,0
1998,其他国家,14.58,seriesval,0,0,0,0
1999,其他国家,14.86,seriesval,0,0,0,0
2000,其他国家,14.27,seriesval,0,0,0,0
2001,其他国家,14.15,seriesval,0,0,0,0
2002,其他国家,14.02,seriesval,0,0,0,0
2003,其他国家,13.89,seriesval,0,0,0,0
2004,其他国家,13.76,seriesval,0,0,0,0
2005,其他国家,16.84,seriesval,0,0,0,0
2006,其他国家,16.87,seriesval,0,0,0,0
2007,其他国家,16.89,seriesval,0,0,0,0
2008,其他国家,16.92,seriesval,0,0,0,0
2009,其他国家,16.95,seriesval,0,0,0,0
2010,其他国家,17.03,seriesval,0,0,0,0
2011,其他国家,17.67,seriesval,0,0,0,0
2012,其他国家,17.99,seriesval,0,0,0,0
2013,其他国家,18.15,seriesval,0,0,0,0
2014,其他国家,18.31,seriesval,0,0,0,0
2015,其他国家,18.47,seriesval,0,0,0,0
2016,其他国家,18.63,seriesval,0,0,0,0
2017,其他国家,18.79,seriesval,0,0,0,0
2018,其他国家,18.96,seriesval,0,0,0,0
2019,其他国家,19.12,seriesval,0,0,0,0
2020,其他国家,19.28,seriesval,0,0,0,0
2021,其他国家,20.09,seriesval,0,0,0,0
2022,其他国家,20.9,seriesval,0,0,0,0
2023,其他国家,21.71,seriesval,0,0,0,0
2024,其他国家,22.52,seriesval,0,0,0,0
2025,其他国家,23.33,seriesval,0,0,0,0
2026,其他国家,24.14,seriesval,0,0,0,0
2027,其他国家,24.96,seriesval,0,0,0,0
2028,其他国家,25.77,seriesval,0,0,0,0
2029,其他国家,26.58,seriesval,0,0,0,0
2030,其他国家,27.39,seriesval,0,0,0,0
2031,其他国家,27.76,seriesval,0,0,0,0
2032,其他国家,28.14,seriesval,0,0,0,0
2033,其他国家,28.52,seriesval,0,0,0,0
2034,其他国家,28.89,seriesval,0,0,0,0
2035,其他国家,29.27,seriesval,0,0,0,0
2036,其他国家,29.65,seriesval,0,0,0,0
2037,其他国家,30.02,seriesval,0,0,0,0
2038,其他国家,30.4,seriesval,0,0,0,0
2039,其他国家,30.78,seriesval,0,0,0,0
2040,其他国家,31.15,seriesval,0,0,0,0
2041,其他国家,31.53,seriesval,0,0,0,0
2042,其他国家,31.91,seriesval,0,0,0,0
2043,其他国家,32.28,seriesval,0,0,0,0
2044,其他国家,32.66,seriesval,0,0,0,0
2045,其他国家,33.04,seriesval,0,0,0,0
2046,其他国家,33.41,seriesval,0,0,0,0
2047,其他国家,33.79,seriesval,0,0,0,0
2048,其他国家,34.17,seriesval,0,0,0,0
2049,其他国家,34.54,seriesval,0,0,0,0
2050,其他国家,34.92,seriesval,0,0,0,0
2051,其他国家,35.4,seriesval,0,0,0,0
2052,其他国家,35.88,seriesval,0,0,0,0
